x,y,nettoyage
6993,3493,paul
5508,4798,paul
179,4207,paul
3506,9748,paul
1042,6531,paul
7449,5695,paul
918,574,paul
2110,6106,paul
4164,6981,paul
8267,8542,paul
1304,7699,paul
1192,4489,jules
9196,3380,paul
6178,2004,paul
3614,6019,paul
6396,1409,paul
7284,4086,paul
1559,2970,jules
2054,2949,paul
1118,1278,paul
5930,8291,paul
3893,2401,paul
1728,5933,paul
9730,5650,paul
1676,5477,paul
9781,8584,paul
113,5142,paul
5462,2938,paul
546,7653,paul
7785,288,paul
4823,2722,paul
2906,6319,paul
144,5394,paul
8933,2983,paul
3737,1228,paul
6847,6542,paul
6143,10,paul
4078,6890,paul
6179,1424,paul
9408,6430,paul
4792,1049,paul
4745,9568,paul
6440,5666,paul
5428,2953,paul
9168,8892,paul
8273,9245,paul
6761,1291,paul
4073,3513,paul
7211,3971,paul
1187,8709,paul
6901,3745,paul
1152,3504,jules
5966,9129,paul
7167,3635,paul
1513,1002,paul
8381,561,paul
4836,7858,paul
94,4058,paul
4170,7768,paul
5917,9129,paul
5289,929,paul
2659,6805,paul
873,6950,paul
6821,5334,paul
5628,8208,paul
2746,8679,paul
8140,6477,paul
4798,5014,paul
5470,1620,paul
2522,8907,paul
161,8555,paul
125,4697,paul
2146,9330,paul
3044,8494,paul
4121,3459,paul
2046,1515,jules
6350,9482,paul
6663,5283,paul
3249,9128,paul
9168,9026,paul
2750,9444,paul
8306,3140,paul
8677,7217,paul
4672,5962,paul
709,4344,paul
1325,2132,paul
8021,3385,paul
8401,7578,paul
6061,8332,paul
7195,1882,paul
4626,2813,paul
5462,1099,paul
1219,5385,paul
6964,5396,paul
1086,7485,paul
4147,5030,paul
1294,8417,paul
9610,3894,paul
2321,3790,jules
9943,6026,paul
7419,4219,paul
6918,261,paul
1427,2530,jules
2249,9054,paul
6229,453,paul
525,4644,paul
6638,7791,paul
8081,6526,paul
373,6007,paul
5128,8514,paul
3375,4140,paul
6945,1074,paul
4742,4048,paul
4642,7079,paul
8773,1276,paul
846,4591,paul
5467,3671,paul
9999,4177,paul
8063,8993,paul
7674,9935,paul
2234,8759,paul
8246,483,paul
1754,8122,paul
6503,8397,paul
4240,8617,paul
7373,9714,paul
8756,8398,paul
6984,6226,paul
7328,1835,paul
3040,8105,paul
2302,4692,paul
1660,7440,paul
7444,4935,paul
649,9796,paul
4374,2137,paul
2791,1887,paul
6717,4835,paul
2590,1079,paul
6196,410,paul
4738,7968,paul
5607,4216,paul
4504,153,paul
9199,1397,paul
5393,5684,paul
6571,9332,paul
274,2163,paul
1347,8498,paul
4783,2197,paul
5032,5153,paul
6772,8275,paul
1113,9499,paul
6574,1874,paul
6975,3,paul
214,9881,paul
8961,6305,paul
4799,9496,paul
224,2692,paul
4931,7437,paul
4492,7804,paul
2704,1423,paul
147,3640,paul
3015,1056,paul
8987,2278,paul
3720,579,paul
7297,2390,paul
7933,1554,paul
1236,7512,paul
2342,3407,paul
4310,6982,paul
2340,6515,paul
1478,629,paul
7981,8886,paul
6407,6204,paul
5176,6342,paul
3049,4208,paul
9045,2340,paul
7240,4192,paul
4045,2,paul
4662,7289,paul
983,771,paul
7223,5945,paul
9033,7,paul
5547,5467,paul
6682,6301,paul
8590,3638,paul
1455,766,paul
3461,890,paul
1965,6466,paul
7902,4432,paul
5916,8424,paul
7876,1033,paul
730,2927,paul
9369,2292,paul
7476,7707,paul
4040,7592,paul
7357,8281,paul
5113,7282,paul
218,271,paul
3139,9362,paul
2848,2474,jules
4522,5831,paul
341,607,paul
504,2062,paul
6498,5029,paul
1388,9464,paul
9041,7078,paul
6004,8429,paul
8206,3998,paul
2509,3947,paul
582,2655,paul
523,9659,paul
5887,8258,paul
4781,285,paul
302,800,paul
7578,6829,paul
9303,2998,paul
4821,4033,paul
5572,1686,paul
8860,6629,paul
8894,5459,paul
8667,4248,paul
1741,8168,paul
4874,2849,paul
717,4398,paul
8530,5182,paul
2451,3834,jules
1955,8097,paul
1367,5446,paul
5665,1621,paul
2093,6075,paul
1680,7892,paul
6529,1955,paul
5940,1331,paul
4706,232,paul
6521,4989,paul
6683,7791,paul
9862,4803,paul
6882,2753,paul
8361,5346,paul
9242,2880,paul
9134,866,paul
4428,1190,paul
8968,9959,paul
7652,4620,paul
6616,4997,paul
95,2550,paul
5623,577,paul
9676,8999,paul
6218,3941,paul
6856,4686,paul
5285,5951,paul
2453,2338,jules
2760,509,paul
5432,8630,paul
7390,9760,paul
5821,2026,paul
6767,8549,paul
6192,3888,paul
3411,9137,paul
3776,5586,paul
1842,1403,jules
6391,4771,paul
6967,8085,paul
2347,2033,jules
4124,6269,paul
6832,1481,paul
4118,4505,paul
2052,8945,paul
9020,8671,paul
4180,2121,paul
1709,8542,paul
7781,317,paul
8450,183,paul
6014,6339,paul
3702,2496,paul
6530,9373,paul
2260,199,paul
2003,7713,paul
1210,1661,jules
5934,5592,paul
5781,3098,paul
7233,3868,paul
1087,2493,paul
8719,2973,paul
9768,8722,paul
4056,3667,paul
8930,7586,paul
6621,3489,paul
0,1858,paul
8577,7993,paul
5323,6835,paul
4762,8488,paul
454,6000,paul
4497,7547,paul
5930,3608,paul
1274,5510,paul
455,4653,paul
1562,9589,paul
4609,9185,paul
7608,5098,paul
9294,9970,paul
5920,3563,paul
6768,9322,paul
6102,7475,paul
469,9920,paul
2552,879,paul
2433,7832,paul
2841,4917,paul
9940,3665,paul
9413,8615,paul
1619,1428,paul
1161,5983,paul
4953,5733,paul
9970,5005,paul
9748,6878,paul
1174,6447,paul
9703,7401,paul
3837,8790,paul
7173,7506,paul
4685,8133,paul
134,8102,paul
7593,215,paul
6242,3735,paul
7336,8961,paul
7947,484,paul
7890,6100,paul
3535,4961,paul
7260,7919,paul
3993,177,paul
7249,6040,paul
9687,1391,paul
3496,4969,paul
3499,6701,paul
3260,3975,paul
8508,1719,paul
5627,3812,paul
1539,5003,paul
1936,8086,paul
7905,9239,paul
4584,8845,paul
3062,957,paul
1185,6582,paul
3052,3918,paul
4216,9617,paul
7387,9020,paul
8062,2019,paul
8421,6796,paul
6493,9975,paul
7078,8679,paul
8291,6686,paul
6348,7113,paul
9614,3104,paul
4765,7846,paul
6621,7945,paul
5840,1947,paul
8119,9319,paul
7739,2682,paul
5383,7895,paul
2647,8420,paul
9402,4389,paul
9018,6907,paul
3047,8539,paul
8291,6807,paul
7242,1583,paul
440,3287,paul
6749,3377,paul
4015,2514,paul
2005,9367,paul
27,674,paul
4548,3014,paul
2332,1848,jules
4964,6864,paul
847,938,paul
2797,3116,jules
5896,199,paul
3614,894,paul
5274,2367,paul
666,7427,paul
2698,370,paul
9823,9936,paul
6387,9821,paul
7942,624,paul
1240,3498,jules
2116,4889,paul
6679,4745,paul
9184,1318,paul
5168,4829,paul
5298,3892,paul
2070,3955,paul
4167,3443,paul
5634,9705,paul
7205,3219,paul
4574,9459,paul
1499,6583,paul
9691,4505,paul
8321,3545,paul
9592,6189,paul
4938,6474,paul
1529,2032,jules
5637,8138,paul
6659,2413,paul
1847,126,paul
7061,4150,paul
8733,9087,paul
3597,6151,paul
5685,7805,paul
3261,1543,paul
9613,9402,paul
6633,6332,paul
3224,8306,paul
19,1442,paul
4559,1580,paul
515,6224,paul
9941,2936,paul
7577,3104,paul
1685,4800,paul
4821,7363,paul
8470,5307,paul
4466,5674,paul
8361,4354,paul
6386,3543,paul
4338,3688,paul
2043,14,paul
883,3065,jules
525,3357,paul
3842,2060,paul
3727,4059,paul
9141,264,paul
354,2721,paul
2979,9269,paul
3908,7783,paul
7946,8986,paul
9224,5402,paul
2565,9400,paul
9813,9180,paul
9173,4124,paul
1463,8191,paul
9730,4981,paul
9730,780,paul
771,1962,paul
4230,3983,paul
7631,5797,paul
1927,7544,paul
9459,4868,paul
572,9602,paul
1051,4877,paul
3979,2536,paul
8463,3331,paul
6641,1567,paul
5732,8401,paul
2719,1744,paul
5895,7641,paul
9570,4066,paul
6855,3482,paul
3250,7759,paul
3725,2656,paul
5517,9910,paul
2396,4208,paul
7542,1416,paul
6788,7858,paul
2213,300,paul
7564,7850,paul
4138,9655,paul
7230,3544,paul
1743,4057,jules
659,1505,paul
2586,9701,paul
5758,9743,paul
2050,6200,paul
6465,3943,paul
8834,8054,paul
8516,80,paul
2796,3280,jules
2429,8182,paul
7470,8831,paul
200,7986,paul
2929,8993,paul
4739,5041,paul
8053,2012,paul
9004,4715,paul
6285,5180,paul
4356,8952,paul
6758,2623,paul
8361,9978,paul
5082,950,paul
6219,359,paul
3844,6525,paul
6163,8866,paul
6354,6182,paul
8957,6067,paul
6054,7876,paul
9743,2021,paul
4910,843,paul
5001,6623,paul
7889,1244,paul
6003,5615,paul
3630,2516,paul
5838,1054,paul
6275,7242,paul
3749,9563,paul
5421,8350,paul
6758,8113,paul
2032,911,paul
925,7235,paul
2960,4384,paul
4620,8035,paul
6024,4627,paul
2343,8357,paul
2053,970,paul
9050,1397,paul
1082,9141,paul
5836,5330,paul
3133,6032,paul
989,2497,paul
9566,2216,paul
646,3326,paul
3607,704,paul
928,3978,paul
781,9149,paul
9644,2809,paul
9411,3510,paul
5555,4004,paul
7382,4651,paul
3767,1336,paul
5926,241,paul
6117,3744,paul
1960,2324,paul
957,1646,jules
8486,1476,paul
5325,4747,paul
8580,2535,paul
461,2004,paul
6023,9707,paul
7231,1220,paul
7590,5768,paul
5034,4948,paul
9340,7363,paul
9703,5725,paul
8899,9872,paul
4205,2622,paul
2768,7839,paul
5550,7201,paul
4056,6663,paul
3025,8138,paul
4492,5015,paul
5030,8562,paul
6542,6902,paul
8918,1375,paul
4367,3559,paul
1729,4656,paul
8129,9028,paul
4430,875,paul
3912,1932,paul
715,3294,paul
1417,597,paul
9577,5626,paul
1117,2816,paul
197,8966,paul
1283,5737,paul
314,1903,paul
5121,5832,paul
9426,7150,paul
2607,2794,paul
1765,4,paul
7761,2337,paul
8349,521,paul
2980,8903,paul
1406,825,jules
7909,3898,paul
7907,7235,paul
6016,1207,paul
3806,3468,paul
5473,8098,paul
1990,243,paul
6014,3763,paul
9567,1245,paul
1021,2825,jules
1769,5199,paul
8518,3080,paul
3358,3759,paul
9817,3113,paul
3280,8269,paul
244,6287,paul
2995,6299,paul
1838,7406,paul
1690,2058,jules
7500,5433,paul
5356,5833,paul
4108,6327,paul
5171,5787,paul
5587,9903,paul
6334,38,paul
3665,8201,paul
675,5463,paul
3649,5749,paul
4564,6314,paul
7771,3159,paul
4522,4331,paul
8752,1274,paul
1424,1242,paul
4660,2760,paul
5394,9629,paul
9389,3551,paul
461,636,paul
2183,3216,jules
4877,6895,paul
2069,7315,paul
6415,6685,paul
1559,1551,paul
2644,6994,paul
9609,2773,paul
7138,6750,paul
9154,3132,paul
873,4000,paul
234,8443,paul
5793,9755,paul
9304,5291,paul
2045,663,paul
2466,4857,paul
9331,7868,paul
721,4774,paul
7799,4631,paul
629,3724,paul
4242,1257,paul
140,2513,paul
3022,6014,paul
2180,7654,paul
1356,8439,paul
6520,1345,paul
1473,5577,paul
93,4158,paul
2718,2341,jules
6623,7859,paul
3194,5717,paul
787,819,paul
9563,8561,paul
1810,9777,paul
8913,3046,paul
764,4070,paul
9838,394,paul
4901,2246,paul
2318,8234,paul
9769,7582,paul
8589,892,paul
7589,6110,paul
8785,4739,paul
650,935,paul
3659,4440,paul
2650,9875,paul
661,6951,paul
1703,7328,paul
255,9912,paul
3588,4681,paul
9148,9342,paul
2814,4506,paul
1396,8982,paul
9087,9628,paul
8321,7843,paul
3006,8877,paul
3340,3798,paul
1179,353,paul
9071,235,paul
9745,1869,paul
7367,4354,paul
3867,8684,paul
9462,9919,paul
3235,9868,paul
7170,9438,paul
7650,8843,paul
981,7464,paul
3538,7196,paul
8355,9598,paul
1447,6705,paul
198,2359,paul
7293,7522,paul
2239,8597,paul
5987,2413,paul
6477,4492,paul
6506,7179,paul
3001,4453,paul
3426,2939,paul
8102,7139,paul
8978,8530,paul
9857,7415,paul
6770,6471,paul
8318,3236,paul
9014,5154,paul
254,3284,paul
8466,8503,paul
2368,2712,jules
4476,403,paul
8634,1671,paul
6311,6041,paul
4910,8737,paul
3234,2072,paul
8977,8426,paul
8034,1383,paul
7591,9444,paul
6536,7822,paul
4614,6645,paul
8855,2249,paul
713,3461,paul
8940,3296,paul
8066,4489,paul
8444,6098,paul
7176,5903,paul
9284,3594,paul
1044,6715,paul
2732,1043,paul
8043,3539,paul
4020,7074,paul
5940,9898,paul
4199,889,paul
8738,1620,paul
6095,2602,paul
2590,6063,paul
3142,914,paul
5003,1852,paul
1369,9629,paul
1111,2689,jules
9233,7197,paul
1217,7545,paul
8152,2664,paul
3728,3869,paul
1307,5489,paul
3201,8324,paul
9753,258,paul
1865,532,paul
2133,4255,paul
59,7380,paul
2666,6704,paul
6816,1961,paul
962,6393,paul
8895,8491,paul
3145,8136,paul
8549,3653,paul
9074,91,paul
4201,8411,paul
3996,2758,paul
7065,6314,paul
2934,6869,paul
3385,2375,paul
5009,2397,paul
9957,6036,paul
6705,3298,paul
614,4111,paul
944,8941,paul
9301,6634,paul
5379,9026,paul
9082,854,paul
4445,9939,paul
5806,6124,paul
9834,718,paul
6788,4235,paul
3123,1328,paul
4225,8889,paul
9080,5884,paul
2843,227,paul
9417,2537,paul
320,6229,paul
7845,8532,paul
2281,4395,paul
3870,7614,paul
8736,109,paul
2693,6820,paul
7478,373,paul
5600,929,paul
1426,848,jules
6950,9787,paul
1356,7205,paul
9291,2024,paul
2837,4734,paul
6613,3722,paul
3777,862,paul
9544,6819,paul
8465,3379,paul
9122,9799,paul
6276,6517,paul
951,1908,jules
6221,3612,paul
9039,7815,paul
2788,9393,paul
2401,6769,paul
3812,2546,paul
1850,6895,paul
9197,4725,paul
5331,2582,paul
5769,8406,paul
443,8793,paul
2303,4396,paul
5441,3622,paul
1124,5744,paul
1425,8853,paul
7034,8037,paul
3775,156,paul
4619,6668,paul
9444,1340,paul
8516,1479,paul
399,9100,paul
974,2915,jules
5439,1482,paul
2765,936,paul
7472,4183,paul
7176,3138,paul
2019,2543,jules
6692,2042,paul
7158,1549,paul
379,2742,paul
6206,5303,paul
7553,8723,paul
2350,1596,paul
8721,5267,paul
223,5612,paul
8587,2069,paul
7418,8269,paul
3953,2269,paul
8927,942,paul
6121,7824,paul
61,4503,paul
7007,3487,paul
8779,7608,paul
4942,4180,paul
5274,5444,paul
2982,2977,paul
8746,3755,paul
1291,1144,jules
8519,8179,paul
30,3877,paul
477,4337,paul
7736,2549,paul
2914,2469,paul
6915,1804,paul
4558,928,paul
8143,9999,paul
9050,352,paul
7597,1572,paul
4892,3662,paul
9334,9910,paul
5628,6965,paul
9766,9338,paul
2099,1438,jules
399,603,paul
5586,4753,paul
2850,9479,paul
6287,6786,paul
2729,2773,jules
8534,5804,paul
4186,1406,paul
5084,4771,paul
7417,860,paul
9729,2976,paul
3443,7485,paul
8415,7546,paul
5714,3891,paul
151,7792,paul
5748,7676,paul
3110,8773,paul
6947,1584,paul
1840,3550,paul
5499,6154,paul
463,3634,paul
8228,2206,paul
4924,5694,paul
516,3231,paul
4141,4036,paul
4994,6167,paul
1982,9497,paul
8357,3259,paul
6607,3098,paul
4254,9282,paul
7170,9856,paul
8882,7547,paul
9302,3703,paul
4898,6580,paul
9015,1660,paul
5524,2841,paul
2614,6448,paul
3266,6374,paul
5054,4612,paul
520,1781,paul
2572,8437,paul
5158,2720,paul
4232,5672,paul
476,3172,paul
6460,3465,paul
2965,1952,paul
2431,5694,paul
4188,2404,paul
139,1271,paul
333,4291,paul
5195,3955,paul
7213,669,paul
1776,774,paul
4315,9763,paul
2866,8510,paul
1183,903,jules
7633,9859,paul
8894,8846,paul
1270,5783,paul
7664,541,paul
9687,8482,paul
7562,2745,paul
991,4116,paul
7908,938,paul
5474,9907,paul
2139,7363,paul
5112,2092,paul
3434,5934,paul
3010,3657,paul
162,2729,paul
5170,7402,paul
6371,4123,paul
8590,7509,paul
2642,3675,paul
2561,6719,paul
7709,1115,paul
2963,54,paul
3036,9429,paul
3470,1319,paul
3167,9912,paul
4877,4790,paul
3301,49,paul
3163,6006,paul
1110,6790,paul
8866,624,paul
3584,3555,paul
6330,42,paul
6164,4180,paul
2110,9119,paul
7869,434,paul
6652,2722,paul
6216,9968,paul
2319,8475,paul
3516,5757,paul
5858,1400,paul
5653,4903,paul
7618,2020,paul
9481,4310,paul
3324,9199,paul
5064,4508,paul
258,9849,paul
2717,2105,jules
1211,6734,paul
590,6121,paul
342,1626,paul
5887,7699,paul
7957,2883,paul
3406,2852,jules
4149,9312,paul
4283,3125,paul
401,2435,paul
3297,5834,paul
5781,8471,paul
6097,8448,paul
8820,7166,paul
7822,1648,paul
6509,8392,paul
2488,2403,jules
7603,7202,paul
2235,8898,paul
438,2209,paul
4371,9546,paul
6111,654,paul
8627,5724,paul
3040,6299,paul
1547,1327,jules
9931,8316,paul
3788,6687,paul
8704,3463,paul
6606,8446,paul
4459,2950,paul
8156,9522,paul
2986,1340,paul
3438,6308,paul
207,2461,paul
5009,613,paul
1793,3948,paul
3814,179,paul
5197,9480,paul
7893,3635,paul
5467,710,paul
8309,1069,paul
7908,6912,paul
348,3339,paul
67,9513,paul
4683,8441,paul
9769,5369,paul
8284,2473,paul
3156,5548,paul
7497,6523,paul
6576,9856,paul
1129,9273,paul
7644,9202,paul
4528,3844,paul
4786,204,paul
7089,8391,paul
6733,9281,paul
1413,9971,paul
8061,5060,paul
6206,1399,paul
2155,5855,paul
9302,4563,paul
8068,7665,paul
744,427,paul
7567,5693,paul
6937,1096,paul
6766,5378,paul
2521,8312,paul
3636,5784,paul
4591,1281,paul
6019,1428,paul
8689,4750,paul
4033,9621,paul
6999,7343,paul
1058,3219,paul
9929,1399,paul
6890,8339,paul
1718,754,paul
2461,7214,paul
2191,5404,paul
6484,3450,paul
4634,1099,paul
8770,5614,paul
6671,4508,paul
2975,4991,paul
9117,6853,paul
6066,6091,paul
2408,5109,paul
9782,9458,paul
5374,7261,paul
8022,2193,paul
6315,6795,paul
7502,5833,paul
5341,2654,paul
8577,2186,paul
9289,7081,paul
1362,8447,paul
4397,1802,paul
5937,3173,paul
5016,6506,paul
8989,2130,paul
9462,2579,paul
3899,9927,paul
8018,3885,paul
4490,303,paul
5223,9199,paul
8759,621,paul
6673,6890,paul
2600,5171,paul
6733,5214,paul
7046,5445,paul
1028,2535,paul
2130,5407,paul
6656,7596,paul
6608,8602,paul
2600,862,paul
8936,5515,paul
9144,2246,paul
7681,5030,paul
2723,6567,paul
2721,7918,paul
2327,3332,jules
2597,978,paul
2259,5120,paul
3460,8257,paul
1230,8654,paul
3105,5585,paul
703,9662,paul
8676,8449,paul
5455,7468,paul
5936,7283,paul
6054,3074,paul
7007,1945,paul
4495,1949,paul
7779,2690,paul
3398,9715,paul
8233,7061,paul
9740,9487,paul
7966,4502,paul
2028,6311,paul
6408,4474,paul
9326,7632,paul
4214,7305,paul
1234,4989,paul
3135,5585,paul
8512,999,paul
7520,8064,paul
2721,7931,paul
3256,2842,paul
8037,5321,paul
5423,7758,paul
891,9201,paul
2935,3430,jules
1321,8785,paul
2783,3561,jules
8273,3319,paul
9033,2778,paul
5554,1044,paul
1424,2467,jules
1414,1779,paul
3036,9376,paul
2895,5199,paul
2573,984,paul
4288,2127,paul
3627,6811,paul
4274,4178,paul
191,2266,paul
493,8495,paul
400,1622,paul
3980,5394,paul
8918,6359,paul
7116,9943,paul
4066,738,paul
7075,7690,paul
8890,6297,paul
2415,8884,paul
4896,2656,paul
482,6535,paul
9633,5523,paul
6304,5305,paul
5001,3352,paul
9908,7219,paul
6830,2611,paul
3515,9616,paul
9884,8259,paul
4026,1726,paul
9309,3369,paul
5606,9289,paul
5577,4158,paul
6765,8265,paul
3190,407,paul
2761,230,paul
1393,2083,jules
9997,6860,paul
431,3163,paul
370,3153,paul
6676,50,paul
1877,5579,paul
908,9918,paul
4595,8154,paul
8440,597,paul
9897,4414,paul
1342,3959,jules
6963,6415,paul
4938,4063,paul
8709,2936,paul
6834,4729,paul
4088,631,paul
7331,7750,paul
3805,3955,paul
2932,8756,paul
6062,3166,paul
3481,5551,paul
4485,1206,paul
7833,3423,paul
6012,8943,paul
4276,2264,paul
694,1829,paul
4379,1682,paul
9387,3386,paul
1023,8915,paul
6085,5257,paul
3112,8313,paul
3996,1163,paul
3741,6535,paul
6953,6464,paul
1650,6569,paul
5204,8891,paul
7370,8967,paul
7835,2156,paul
5386,4172,paul
5873,6505,paul
5251,3718,paul
3668,2465,paul
7561,8454,paul
794,353,paul
2005,4178,jules
364,5458,paul
3046,1664,paul
281,1488,paul
8329,7508,paul
8909,3882,paul
4548,5409,paul
7922,7386,paul
4634,2214,paul
644,4694,paul
8235,3416,paul
7786,1338,paul
7538,41,paul
928,2238,jules
3615,6961,paul
6569,8056,paul
6482,5687,paul
2713,1905,paul
7401,9340,paul
4822,5419,paul
9206,843,paul
2631,5744,paul
2144,5131,paul
8193,6573,paul
743,1411,paul
9819,9179,paul
7938,3314,paul
5646,5802,paul
4493,5365,paul
7982,1105,paul
9617,8183,paul
9233,838,paul
4826,8628,paul
907,206,paul
4177,7953,paul
8836,9540,paul
247,3351,paul
21,1547,paul
9756,1781,paul
4945,399,paul
2615,7991,paul
7864,8855,paul
8113,5129,paul
4764,4902,paul
6746,6389,paul
7625,7526,paul
1398,9461,paul
4064,3767,paul
9886,3998,paul
6169,8034,paul
460,4748,paul
2711,990,paul
3548,8317,paul
9028,1200,paul
9955,9467,paul
4920,6354,paul
6362,2198,paul
5412,4830,paul
1133,37,paul
1597,7082,paul
1949,7241,paul
4461,2770,paul
4305,8646,paul
9138,927,paul
1446,2833,jules
5673,6941,paul
379,4651,paul
4462,901,paul
4090,5459,paul
2889,107,paul
9695,5167,paul
9346,849,paul
1343,9767,paul
7076,4062,paul
3495,9716,paul
7387,6435,paul
5577,8172,paul
7118,9657,paul
8503,5004,paul
9454,4997,paul
8268,9567,paul
7633,4855,paul
2500,2402,paul
8613,7535,paul
865,7146,paul
5022,7546,paul
53,586,paul
9192,274,paul
2533,1532,paul
7593,8610,paul
2133,9226,paul
9939,6853,paul
7864,4909,paul
8888,2980,paul
2451,9572,paul
4572,5216,paul
4740,370,paul
4531,6612,paul
6580,2676,paul
9324,6930,paul
4467,2426,paul
8556,6304,paul
7238,2087,paul
7372,6288,paul
3110,4145,paul
758,5599,paul
4529,8902,paul
9584,4531,paul
9925,2380,paul
8420,552,paul
9913,3309,paul
5685,8361,paul
7896,5507,paul
1946,1829,paul
6896,1340,paul
9891,7162,paul
2002,4353,jules
8447,1823,paul
1243,100,paul
6174,8525,paul
2507,9184,paul
1005,6873,paul
1696,82,paul
918,8153,paul
9882,6295,paul
9959,6515,paul
5372,6036,paul
5657,8649,paul
8177,8765,paul
3425,4543,paul
6116,303,paul
4617,5874,paul
3922,3097,paul
8900,4629,paul
9806,9841,paul
1535,9145,paul
2774,8373,paul
5477,1255,paul
2927,1004,paul
1156,8331,paul
4867,8910,paul
3709,6372,paul
