x,y,nettoyage
12762,29056,paul
36534,16810,paul
71232,38287,paul
50933,98990,jules
51305,88016,jules
32749,78577,paul
59807,38394,paul
48606,37455,paul
11141,54114,paul
53489,25164,paul
98866,20868,paul
2714,75802,paul
40474,97907,paul
9454,15540,paul
18714,10822,paul
98564,88423,paul
19136,33146,paul
93934,5344,paul
23633,5358,paul
88420,59617,paul
29623,58127,paul
59666,93974,paul
60549,35217,paul
16133,13850,paul
90893,65542,jules
2788,86489,paul
22491,65325,paul
80934,95364,jules
89677,29559,paul
37758,39421,paul
85720,5798,paul
39817,82482,jules
7108,50114,paul
55028,42683,paul
3381,93769,paul
22037,63061,paul
9958,68040,paul
69356,87655,jules
68989,49954,paul
29499,71431,jules
82922,9538,paul
60247,24275,paul
2994,83682,paul
30285,45922,paul
9874,13631,paul
71193,18279,paul
37471,61591,jules
61491,91326,paul
86824,46020,paul
93305,96397,jules
26909,70209,paul
22054,53966,paul
40758,53477,paul
82125,69917,jules
44845,74278,jules
83104,28618,paul
82049,28982,paul
85851,59221,paul
44678,91319,paul
73680,48396,paul
42598,82844,jules
11731,3725,paul
68039,24828,paul
32191,72152,jules
90542,73555,jules
75557,72727,paul
39824,82848,paul
251,32418,paul
66922,80910,paul
30097,22839,paul
51656,8190,paul
31958,24036,paul
17352,90747,paul
635,90852,paul
89132,24874,paul
18183,42380,paul
93612,28408,paul
26315,26436,paul
71861,81733,jules
74665,87987,jules
55411,18611,paul
49853,66196,jules
80070,49205,paul
52088,11203,paul
29583,7692,paul
23182,57998,paul
4022,83319,paul
34919,72503,paul
74751,50763,paul
50748,71212,jules
69803,90171,jules
47131,10898,paul
4887,20226,paul
61978,25725,paul
52948,35631,paul
27092,46076,paul
54139,96632,paul
63516,4577,paul
33708,62154,paul
35978,3210,paul
75441,44420,paul
913,63223,paul
46064,62556,jules
62768,38834,paul
91650,26354,paul
83798,8380,paul
40618,50009,paul
17372,61547,paul
21813,59491,paul
68300,5489,paul
53179,47433,paul
68289,83396,jules
24299,30912,paul
14349,86861,paul
52856,34887,paul
32855,98465,paul
17794,28409,paul
22467,61385,paul
18201,77994,paul
88963,34998,paul
35925,63521,jules
37804,53216,paul
16610,88931,paul
28535,83485,paul
43394,43261,paul
42626,96114,paul
44011,9460,paul
73432,55352,paul
33366,34817,paul
74173,56518,jules
79853,3446,paul
55867,57053,jules
27485,80436,paul
21124,42249,paul
29176,1436,paul
52865,18734,paul
72453,32521,paul
43218,1314,paul
75128,35921,paul
84902,42536,paul
37787,96969,jules
7457,44096,paul
73827,62647,jules
23649,48307,paul
85565,14772,paul
70119,54674,paul
6370,56256,paul
68179,77535,jules
56405,24275,paul
40789,24361,paul
93704,45985,paul
63112,44605,paul
44618,40208,paul
83584,70032,jules
1691,53,paul
14638,8093,paul
22731,9914,paul
73890,23749,paul
76952,59086,paul
58166,31657,paul
59640,36350,paul
65210,67622,jules
20896,77831,paul
73163,10588,paul
77389,76056,paul
51225,48249,jules
46370,32760,paul
30077,91479,paul
21394,92044,paul
17511,7694,paul
64948,62145,jules
10183,76831,paul
67016,54745,jules
57458,91327,jules
38186,79466,jules
17597,88163,paul
41183,79699,jules
55386,4647,paul
64937,3111,paul
87541,64722,paul
16334,87854,paul
27979,80139,paul
71115,94804,jules
42872,10452,paul
17733,32589,paul
47292,3355,paul
91150,23640,paul
77721,97332,paul
78701,36256,paul
61803,79360,jules
59836,45687,paul
85715,4112,paul
62507,48187,paul
31517,62976,paul
26963,54043,paul
921,32807,paul
38708,66157,jules
85007,24936,paul
76410,48687,paul
31342,25445,paul
19716,60729,paul
92892,96980,paul
89765,76709,jules
3752,59351,paul
1152,27263,paul
61574,44949,paul
53444,7783,paul
59794,58643,jules
75295,75014,jules
762,99889,paul
11464,96943,paul
18937,76425,paul
32896,41394,paul
6694,17991,paul
47116,10834,paul
3902,81926,paul
47134,92889,jules
2274,41303,paul
68,47241,paul
49419,50091,jules
1243,82442,paul
23035,41169,paul
30387,81451,paul
89237,93155,jules
22099,37283,paul
93516,57560,paul
20096,49996,paul
3437,96092,paul
51920,68587,jules
28294,91238,paul
44453,98719,paul
74531,49139,paul
11825,78613,paul
18318,53937,paul
4393,75720,paul
47991,65341,jules
93229,9208,paul
77389,51465,paul
34310,30918,paul
32458,83397,paul
47817,14449,paul
31610,33315,paul
86135,31220,paul
89154,77063,paul
41754,74172,jules
16497,3470,paul
41745,34459,paul
73363,6407,paul
88270,47703,paul
53760,54570,paul
80054,5101,paul
91356,52889,paul
39784,33031,paul
43750,14652,paul
51752,23525,paul
6103,72210,paul
74271,88970,jules
13212,95738,paul
56330,46815,paul
61435,73032,jules
69269,18750,paul
71457,86542,jules
76437,68522,paul
10212,90676,paul
16948,52172,paul
27713,24665,paul
42169,62090,jules
90795,29975,paul
69495,92059,jules
31033,25359,paul
90402,81951,jules
38630,42814,paul
29373,80260,jules
71013,63089,jules
52913,15986,paul
34985,3864,paul
69589,3048,paul
15477,37547,paul
81316,85509,jules
69237,55025,jules
95488,8892,paul
52586,76129,paul
7739,77207,paul
32824,47637,paul
80641,37075,paul
34243,54151,paul
24195,49219,paul
46286,34431,paul
42369,51948,paul
52417,57634,jules
15363,85905,paul
3437,58669,paul
50143,81373,jules
42351,21571,paul
54895,34856,paul
26403,47491,paul
96111,27715,paul
16078,75270,paul
62353,72124,jules
6257,75255,paul
69622,76716,paul
48234,12592,paul
72783,11335,paul
74897,95208,jules
74424,92544,jules
74972,72936,jules
38089,2809,paul
11561,10003,paul
83970,77078,jules
1034,93490,paul
12636,88357,paul
32434,99510,paul
66706,17415,paul
42192,40358,paul
61375,58563,jules
90259,143,paul
38729,2388,paul
55268,62549,paul
11693,51220,paul
31384,38367,paul
74905,97728,paul
49404,25168,paul
97312,97698,jules
66895,23703,paul
88164,84163,paul
64679,18373,paul
16331,49678,paul
56541,92623,jules
52547,13138,paul
14642,76322,paul
81871,37220,paul
91764,45247,paul
856,18663,paul
2747,5739,paul
19927,42319,paul
62657,39300,paul
47728,58783,jules
58340,509,paul
21907,27932,paul
7877,69169,paul
16564,64559,paul
77713,71270,jules
76160,48726,paul
70653,76651,paul
65917,13525,paul
57731,38308,paul
13850,64614,paul
31360,32654,paul
5537,35665,paul
14496,75342,paul
53062,41668,paul
98262,96328,jules
98648,47345,paul
94568,14883,paul
616,54265,paul
46984,5267,paul
94816,8569,paul
29992,32494,paul
61613,62834,paul
81231,97963,jules
63284,12229,paul
51002,45896,jules
13711,68592,paul
52202,22501,paul
85134,56604,paul
92689,15739,paul
35312,30757,paul
85762,91636,jules
40189,50731,paul
53558,76931,jules
4756,70913,paul
98737,71896,paul
23100,65193,paul
29456,96620,paul
26893,32334,paul
20678,33569,paul
12119,49476,paul
77206,95359,jules
2120,62930,paul
2917,15733,paul
291,93701,paul
26310,75518,paul
59040,43472,paul
52642,94049,jules
58227,8660,paul
39861,6138,paul
20319,77208,paul
93026,34326,paul
33487,86156,jules
40699,12872,paul
53068,92356,paul
37775,58194,paul
659,85587,paul
92111,47532,paul
15811,61423,paul
89930,77097,jules
39323,63775,jules
63220,59145,paul
28872,99551,paul
54167,35294,paul
50311,86298,jules
33895,42008,paul
52915,52113,paul
93060,39198,paul
19698,2565,paul
79750,56181,paul
10106,96129,paul
31333,85437,paul
94231,10120,paul
49555,78034,jules
78023,12546,paul
40401,41299,paul
11237,66898,paul
86669,11318,paul
82853,84352,jules
96352,15563,paul
42348,24520,paul
13040,93000,paul
74907,41079,paul
85637,23185,paul
24276,65078,paul
93106,64806,paul
50818,61727,jules
86163,38692,paul
3256,24543,paul
27360,9838,paul
79465,25995,paul
80299,557,paul
68804,64405,jules
79881,67752,jules
61976,46000,paul
97267,33282,paul
48541,90830,jules
49133,82074,paul
5576,52103,paul
69454,82422,jules
33468,80763,jules
45512,76729,jules
78560,49688,paul
56098,83222,paul
81719,7646,paul
79424,32760,paul
23637,44540,paul
25390,14713,paul
64309,94898,jules
60405,12677,paul
44775,92651,paul
34531,83643,paul
62893,39636,paul
17287,84985,paul
41952,62211,jules
2086,65873,paul
39921,30997,paul
57786,48432,paul
63228,44995,paul
88455,75107,jules
6350,90693,paul
47573,8909,paul
21918,3425,paul
9263,41048,paul
42346,85900,jules
23752,11844,paul
2219,12630,paul
74040,95750,jules
84269,86730,jules
80563,86000,jules
11124,74675,paul
35767,48170,paul
52052,52572,jules
79084,7004,paul
95834,79463,jules
86889,17992,paul
76069,97470,jules
14231,51287,paul
98937,79341,jules
46664,6445,paul
74037,26404,paul
2891,34728,paul
16655,87121,paul
51980,86065,jules
6185,48531,paul
51905,67232,jules
99347,87318,paul
40840,95201,paul
19411,36738,paul
61497,84164,jules
27643,8166,paul
13032,80949,paul
79809,5351,paul
97713,46126,paul
18855,99835,paul
23397,62368,paul
56171,54006,jules
48991,87578,jules
26163,68138,paul
2198,49444,paul
7373,96402,paul
75537,15729,paul
26417,69186,paul
63601,11160,paul
23479,51820,paul
78885,82951,jules
56197,52194,paul
50712,52551,paul
37360,14624,paul
9223,28012,paul
35073,99228,jules
7249,75398,paul
1970,27336,paul
27165,83574,paul
26934,94029,paul
43748,68193,jules
32196,71935,jules
32150,23295,paul
95893,40392,paul
56835,13231,paul
90920,85220,jules
4974,98131,paul
91516,82999,paul
53972,30159,paul
49821,6155,paul
38191,56781,paul
25791,13447,paul
49369,63186,jules
20604,27956,paul
9898,79455,paul
97953,77612,paul
92715,91432,jules
34180,68220,jules
54164,6193,paul
1420,34409,paul
74383,68115,jules
32053,30128,paul
88496,717,paul
65978,97698,paul
3914,39683,paul
32957,41646,paul
8604,12290,paul
68368,81489,paul
68079,39507,paul
47565,98336,paul
98528,76796,paul
8556,60514,paul
93515,56961,paul
94254,28253,paul
70637,25326,paul
1829,78378,paul
20965,90378,paul
75287,4196,paul
4600,53193,paul
85733,27648,paul
85457,80209,jules
99237,84840,jules
42992,12758,paul
9209,6398,paul
80370,32317,paul
97248,74948,jules
61802,12695,paul
89708,87828,jules
80772,23437,paul
88259,6789,paul
59729,17442,paul
97946,18323,paul
24259,92453,paul
24644,27784,paul
42679,92205,paul
26137,48742,paul
11784,2370,paul
90960,31762,paul
83147,25794,paul
56680,82660,jules
63697,34572,paul
75045,475,paul
61835,62951,jules
98845,90974,paul
83837,29624,paul
11346,24775,paul
45799,17374,paul
86459,71859,jules
80952,57905,jules
92979,3717,paul
82994,57228,paul
53957,24508,paul
68393,53387,paul
3564,41505,paul
20037,70087,paul
22916,18606,paul
18126,14092,paul
18628,21658,paul
42315,19662,paul
12400,46817,paul
50740,36774,paul
66776,55933,paul
17499,52840,paul
7551,80569,paul
6374,80004,paul
33166,54197,paul
74338,41122,paul
46086,83045,jules
36183,61498,paul
2004,8341,paul
70327,68803,jules
26580,22493,paul
3803,8660,paul
97205,29184,paul
67267,26342,paul
71583,13260,paul
56333,23303,paul
5046,23054,paul
65766,82084,paul
2143,27374,paul
58512,29505,paul
99475,70967,jules
27923,73685,jules
10271,43711,paul
47521,54225,paul
23624,42613,paul
14420,96689,paul
13167,26142,paul
46263,28596,paul
29254,46020,paul
40417,2344,paul
98880,82054,paul
37688,79433,jules
20813,23487,paul
28754,86795,paul
37465,52034,paul
61891,76041,jules
74456,29,paul
44673,29555,paul
73255,65078,jules
57251,42424,paul
99770,27851,paul
40451,47190,paul
17799,92678,paul
40385,48822,paul
80454,3640,paul
79534,76101,jules
25555,15128,paul
58057,37569,paul
93010,47487,paul
80505,81671,jules
46765,65559,jules
36431,66457,jules
56648,14023,paul
48319,42662,paul
32283,52550,paul
99144,86422,jules
4934,83135,paul
4363,31641,paul
64563,92325,jules
86058,40508,paul
30840,33557,paul
86873,75366,jules
54814,64048,jules
56240,78149,jules
51778,3514,paul
62919,27033,paul
39489,42426,paul
58554,96819,jules
3386,40936,paul
40912,33598,paul
63203,48669,paul
3561,9446,paul
51973,65459,paul
19792,94337,paul
29502,67948,paul
8741,66547,paul
88820,61970,jules
46492,62525,jules
22635,18289,paul
76342,63268,jules
30815,1605,paul
32704,87080,jules
98644,72112,jules
76913,19700,paul
384,40709,paul
30437,6348,paul
35159,62598,paul
86851,83312,jules
21334,54060,paul
71660,29425,paul
29732,14638,paul
30437,28979,paul
20880,3905,paul
30391,42567,paul
99940,47644,paul
34785,88960,jules
52513,58391,jules
83083,80923,jules
22821,88035,paul
67080,60369,paul
93989,32895,paul
42349,31592,paul
70111,12665,paul
53228,57555,jules
40472,9890,paul
97010,78784,jules
82954,19601,paul
57605,47378,paul
14116,45649,paul
44288,65102,jules
16051,80538,paul
88105,78216,jules
4825,87648,paul
47805,84804,jules
50687,40010,paul
64319,38327,paul
51651,13864,paul
31052,59588,paul
56440,67202,jules
66233,58783,jules
65949,17145,paul
49428,10746,paul
55001,3820,paul
25850,53036,paul
37710,69072,paul
23613,3472,paul
59040,32494,paul
80625,94880,jules
72323,23487,paul
50681,65428,jules
83496,22378,paul
51303,83676,jules
62703,16558,paul
94800,60413,paul
23879,60719,paul
58251,24871,paul
92265,20806,paul
55344,71298,jules
98222,75347,paul
67386,93986,paul
73539,84703,jules
43159,39637,paul
30664,78673,jules
34295,64734,jules
14257,66926,paul
13740,16449,paul
9852,75085,paul
19749,14557,paul
83021,66034,jules
99456,56417,paul
4808,30273,paul
14437,46333,paul
72735,21337,paul
5557,50548,paul
95644,94107,jules
62826,96535,jules
65739,11427,paul
44064,67972,jules
88855,10396,paul
3976,81421,paul
93721,36597,paul
39467,22748,paul
13225,7116,paul
86494,30726,paul
36256,2749,paul
16412,12354,paul
75187,15805,paul
9964,36049,paul
6101,31171,paul
15015,71829,paul
45605,31257,paul
87637,16596,paul
80666,37510,paul
11208,34803,paul
89961,97081,jules
42418,64111,jules
81723,14561,paul
2580,52071,paul
57583,51486,jules
79705,42427,paul
38557,7601,paul
48357,12431,paul
69183,1395,paul
20292,14553,paul
80100,38038,paul
64483,64317,jules
46213,83757,jules
99983,9113,paul
87224,20749,paul
11310,34706,paul
26915,41601,paul
20906,59708,paul
8636,27744,paul
53372,81738,jules
94536,15589,paul
7127,99810,paul
72979,82743,jules
518,15478,paul
78189,37858,paul
41976,66745,jules
85591,25044,paul
17083,92321,paul
92764,92156,jules
49834,52484,jules
1403,8472,paul
85580,89365,jules
57277,82304,jules
75516,8086,paul
19871,87492,paul
30707,70748,jules
55747,22968,paul
23607,95978,paul
29198,66246,paul
14389,61702,paul
58360,14910,paul
36060,84235,jules
1243,37237,paul
28285,44816,paul
16134,84416,paul
26725,14685,paul
84898,1264,paul
32647,56962,paul
9210,20637,paul
36222,45343,paul
24635,17573,paul
22466,74317,paul
94577,31404,paul
71145,99183,paul
33517,23984,paul
83602,84176,paul
44099,94114,jules
41809,12459,paul
29156,44493,paul
18607,89560,paul
84123,95956,jules
90476,75407,paul
56053,91318,jules
45039,98873,jules
68419,1133,paul
66716,59370,jules
16078,53151,paul
75045,21309,paul
49619,40006,paul
62472,32169,paul
44200,19483,paul
30889,61905,paul
35648,65608,paul
98318,30061,paul
75328,52896,paul
69214,96062,jules
37881,9034,paul
9411,36734,paul
88716,57646,paul
90354,21645,paul
43022,18666,paul
18524,76851,paul
37702,98876,jules
50051,89062,jules
99411,35035,paul
30158,26344,paul
88894,82269,jules
16456,3876,paul
75400,47672,paul
49359,42876,paul
24483,36376,paul
90966,58022,paul
90558,56507,paul
35038,63181,paul
66201,99059,jules
34294,74549,jules
46559,88419,jules
27230,93774,paul
50973,29829,paul
63858,78870,paul
92744,92927,jules
85632,32884,paul
24722,29195,paul
73370,9863,paul
42125,78090,jules
7565,9780,paul
27767,96608,paul
35976,96160,paul
56225,71557,jules
42182,13333,paul
28106,5176,paul
26471,87491,paul
66123,76895,jules
21121,81068,paul
99196,68600,paul
22139,45359,paul
99594,4136,paul
89637,4984,paul
80296,45765,paul
69752,50051,paul
18302,41702,paul
54905,19386,paul
30735,70432,paul
91946,90853,paul
53762,94993,paul
51330,76267,jules
14597,44580,paul
69191,80751,jules
63814,78167,jules
80831,23643,paul
58929,80963,jules
40147,26858,paul
89763,64880,paul
40363,73465,paul
89914,58633,paul
70237,61770,jules
23357,8176,paul
37760,75014,jules
92523,45171,paul
6653,77914,paul
85073,43227,paul
31139,64257,paul
17562,18106,paul
9442,23507,paul
17423,79798,paul
20271,29004,paul
96247,49890,paul
98492,37464,paul
57961,24706,paul
62462,29871,paul
67280,82419,jules
48258,65071,jules
60323,13619,paul
41395,12148,paul
64874,44912,paul
5389,38884,paul
72796,28192,paul
5981,65591,paul
69091,36732,paul
39197,40578,paul
7529,9668,paul
82985,82755,jules
63247,75817,paul
35271,48183,paul
19418,43438,paul
75820,35129,paul
22789,64823,paul
54432,67595,jules
21518,87254,paul
49383,48857,paul
69940,68141,paul
84921,36016,paul
27202,41471,paul
6545,4987,paul
30371,48412,paul
5291,74162,paul
454,33615,paul
35543,69435,paul
54048,61189,jules
76906,91391,paul
47489,45618,jules
18251,14894,paul
47756,30686,paul
42399,461,paul
91777,94534,jules
71981,71376,jules
52207,16486,paul
44776,91160,paul
67547,27836,paul
38880,41436,paul
99358,45468,paul
6759,29240,paul
39378,3217,paul
85870,40487,paul
53167,34729,paul
53855,81146,paul
47836,5725,paul
84794,81853,paul
7454,33414,paul
7750,23384,paul
36208,61315,paul
97287,49537,paul
94088,56717,paul
57499,70795,jules
41916,32922,paul
85058,18328,paul
52852,19792,paul
89198,48589,paul
93491,39465,paul
35733,74793,jules
5591,14801,paul
86869,48455,paul
27852,80210,paul
42538,42475,paul
37075,76334,jules
6470,74749,paul
4870,22588,paul
68589,28711,paul
31414,32142,paul
74993,46596,paul
40049,61307,paul
79229,83735,paul
86431,4845,paul
61545,25176,paul
82375,88972,jules
95959,5769,paul
69511,74019,jules
2109,68059,paul
14992,39685,paul
70907,49782,paul
56211,19286,paul
31869,642,paul
10249,8599,paul
43056,66385,jules
67236,45074,paul
5561,68872,paul
77411,52033,paul
30474,50364,paul
89844,80763,jules
49595,67691,jules
27269,24518,paul
2685,35388,paul
40211,21634,paul
58230,21042,paul
71141,29425,paul
28580,86375,paul
57076,2933,paul
44227,30891,paul
67229,98964,paul
52409,66712,jules
83876,68292,jules
76579,31881,paul
71356,53149,paul
61622,20269,paul
2154,57979,paul
88870,14892,paul
45147,48954,paul
71162,53283,paul
67025,55750,paul
6019,7468,paul
18752,65537,paul
23913,30559,paul
13037,67095,paul
98791,2686,paul
12590,47158,paul
90552,52718,paul
3648,1446,paul
48713,50054,jules
33679,35778,paul
9256,93548,paul
84285,6996,paul
68415,28665,paul
12803,57250,paul
81810,95713,jules
41299,10025,paul
63004,85345,jules
67926,97148,jules
15517,96041,paul
17133,87608,paul
98970,52794,paul
31779,22925,paul
31093,55431,paul
9504,71369,paul
23501,73783,paul
71535,77943,jules
44042,40886,paul
1993,69149,paul
77869,59626,paul
60725,57412,jules
56852,12219,paul
17787,883,paul
11320,19610,paul
61439,98634,jules
972,69097,paul
27196,35104,paul
90751,59320,paul
24907,11768,paul
56085,88305,paul
79645,73702,jules
97462,23957,paul
14515,11907,paul
34754,56014,paul
39417,42259,paul
28161,83492,paul
61454,85329,jules
44807,49212,paul
78715,24749,paul
60519,77881,jules
70966,38953,paul
69180,72804,jules
98815,23,paul
82144,42352,paul
41638,11719,paul
12197,16099,paul
58062,54372,paul
23847,12138,paul
21669,38591,paul
99697,77982,paul
38146,90704,jules
23914,78624,paul
53922,86369,jules
2098,95337,paul
47531,16260,paul
27337,46986,paul
49179,22826,paul
67513,71099,jules
94438,71677,jules
9780,84792,paul
18173,3147,paul
71737,22965,paul
99602,42632,paul
44675,65658,jules
97981,45059,paul
78707,49367,paul
36577,79708,jules
8654,72114,paul
86548,21139,paul
87751,16509,paul
336,188,paul
97761,52640,paul
13306,34815,paul
2015,1903,paul
58041,19910,paul
82505,82116,jules
60648,2238,paul
98549,1193,paul
23583,49598,paul
28554,33744,paul
44251,66269,jules
39771,49149,paul
79339,9,paul
13613,38126,paul
32264,76472,paul
17733,54903,paul
52521,14769,paul
64589,21709,paul
50208,28000,paul
47374,33615,paul
4813,90565,paul
45977,38002,paul
23759,44347,paul
56803,6984,paul
88129,55126,paul
60996,11996,paul
72325,87214,jules
60461,96319,jules
10946,93812,paul
6751,27657,paul
58587,91884,jules
84155,432,paul
84097,35136,paul
74227,57860,jules
15332,6786,paul
29721,356,paul
20889,43458,paul
95306,69901,paul
26604,58115,paul
28579,96567,paul
13213,4772,paul
301,21828,paul
79790,14002,paul
88951,67369,jules
33534,4366,paul
48140,42516,jules
92360,51139,paul
38306,12438,paul
67601,79159,jules
37074,89508,jules
83780,58999,jules
89933,48218,paul
51773,70502,jules
92733,46402,paul
87352,64078,jules
18707,13953,paul
85228,39089,paul
83426,49052,paul
44725,11383,paul
4245,48363,paul
