x,y,nettoyage
63,83,paul
82,96,paul
0,54,paul
63,92,paul
83,70,paul
52,64,paul
12,28,paul
13,2,paul
24,2,paul
33,69,jules
93,83,paul
64,56,paul
37,39,paul
33,87,jules
74,88,paul
64,65,paul
76,30,paul
49,13,paul
37,48,paul
68,26,paul
25,92,jules
2,99,jules
26,29,paul
80,9,paul
98,45,paul
14,73,jules
50,5,paul
69,18,paul
7,34,paul
7,43,jules
70,90,paul
19,17,paul
90,68,paul
63,51,paul
79,77,paul
11,31,paul
83,47,paul
41,41,paul
21,72,jules
4,1,paul
63,87,paul
52,50,paul
53,15,paul
41,50,paul
12,14,paul
75,52,paul
41,59,jules
29,94,jules
10,53,jules
34,29,paul
1,4,paul
35,6,paul
24,6,paul
97,63,paul
93,78,paul
76,7,paul
65,16,paul
33,82,jules
85,83,paul
93,96,paul
57,21,paul
3,50,paul
56,65,paul
66,97,paul
49,26,paul
97,75,paul
69,4,paul
7,20,paul
55,69,paul
35,100,jules
26,42,paul
90,45,paul
97,93,paul
18,38,jules
8,3,paul
91,10,paul
79,54,paul
47,92,paul
94,24,paul
19,30,paul
71,68,paul
60,31,paul
91,46,paul
41,27,paul
92,100,paul
20,13,paul
84,16,paul
40,80,paul
95,16,paul
21,76,paul
41,54,paul
93,73,paul
85,69,paul
53,46,paul
34,42,paul
68,7,paul
56,42,paul
76,20,paul
34,51,paul
66,83,paul
51,94,paul
22,58,jules
55,55,paul
16,82,jules
89,66,paul
13,95,jules
7,24,paul
80,8,paul
47,69,paul
18,33,paul
28,65,jules
98,62,paul
36,78,paul
63,41,paul
94,19,paul
92,86,paul
91,32,paul
75,24,paul
60,35,paul
94,37,paul
6,64,jules
52,31,paul
95,2,paul
84,11,paul
10,34,paul
45,1,paul
4,9,paul
33,54,paul
34,19,paul
93,68,paul
73,99,paul
31,93,paul
76,15,paul
46,11,paul
37,42,paul
67,43,paul
55,50,paul
51,98,paul
32,94,jules
96,97,paul
99,93,paul
1,97,jules
70,66,paul
17,60,jules
28,69,jules
5,67,jules
60,12,paul
63,45,paul
77,92,paul
58,88,paul
50,93,paul
27,100,jules
60,48,paul
41,44,paul
52,44,paul
87,11,paul
33,40,paul
22,3,paul
56,5,paul
25,36,paul
37,1,paul
44,49,paul
10,47,jules
39,92,paul
62,94,paul
54,90,paul
93,72,paul
85,68,paul
2,61,jules
54,99,paul
23,93,jules
98,7,paul
43,71,paul
89,38,paul
49,2,paul
97,51,paul
89,47,paul
24,76,paul
98,25,paul
82,8,paul
86,60,paul
16,72,jules
88,88,paul
48,15,paul
70,52,paul
100,62,paul
47,68,paul
17,64,paul
68,100,paul
28,64,jules
60,7,paul
6,36,paul
40,38,paul
60,16,paul
28,82,jules
5,89,paul
62,53,paul
33,17,paul
41,30,paul
44,26,paul
73,62,paul
42,93,paul
8,91,paul
52,39,paul
73,71,paul
39,69,jules
81,84,paul
53,13,paul
8,100,jules
37,5,paul
85,54,paul
31,83,jules
23,79,jules
31,92,jules
43,57,paul
54,94,paul
24,53,jules
98,2,paul
70,20,paul
23,97,paul
78,51,paul
67,51,paul
88,83,paul
48,10,paul
100,48,paul
46,86,paul
5,57,jules
58,60,paul
5,66,paul
58,69,paul
94,13,paul
52,7,paul
61,74,paul
60,20,paul
73,57,paul
73,66,paul
62,75,paul
11,91,jules
11,100,paul
23,65,paul
12,65,jules
31,78,jules
84,81,paul
85,49,paul
39,82,paul
59,6,paul
51,65,paul
87,95,paul
88,60,paul
79,2,paul
24,66,jules
99,69,paul
70,33,paul
28,27,paul
99,78,paul
17,36,paul
88,87,paul
48,14,paul
71,16,paul
82,16,paul
49,77,paul
29,28,paul
15,93,paul
75,4,paul
27,67,paul
18,98,jules
41,11,paul
6,44,jules
27,76,paul
50,87,paul
73,52,paul
33,16,paul
8,90,paul
83,93,paul
54,57,paul
85,35,paul
74,35,paul
93,48,paul
43,29,paul
54,75,paul
37,4,paul
66,40,paul
31,73,paul
70,1,paul
3,11,paul
97,27,paul
66,58,paul
4,83,jules
13,61,jules
76,62,paul
99,73,paul
71,2,paul
48,0,paul
5,29,paul
88,82,paul
82,11,paul
5,38,jules
40,5,paul
99,91,paul
38,72,jules
92,52,paul
15,79,paul
21,19,paul
92,70,paul
49,99,paul
62,29,paul
73,29,paul
69,77,paul
39,36,paul
74,3,paul
42,69,paul
8,67,jules
25,7,paul
27,89,paul
54,52,paul
66,17,paul
74,30,paul
83,97,paul
43,24,paul
85,39,paul
35,20,paul
24,29,paul
12,73,jules
24,38,paul
64,83,paul
88,50,paul
24,47,paul
84,98,paul
17,8,paul
1,45,jules
47,21,paul
34,88,jules
17,17,paul
37,84,paul
16,61,jules
49,58,paul
71,6,paul
63,11,paul
61,41,paul
98,90,paul
6,16,paul
68,98,paul
69,63,paul
6,25,paul
49,94,paul
79,95,paul
27,57,paul
18,88,jules
81,37,paul
8,62,jules
54,29,paul
50,77,paul
85,7,paul
54,38,paul
27,84,jules
91,87,paul
19,80,jules
94,83,paul
91,96,paul
0,76,jules
41,86,paul
87,53,paul
11,94,jules
52,95,paul
66,39,paul
35,33,paul
33,100,jules
78,13,paul
24,42,jules
88,45,paul
65,43,paul
36,7,paul
56,74,paul
36,16,paul
99,54,paul
45,83,paul
68,48,paul
96,67,paul
77,26,paul
99,72,paul
100,37,paul
68,66,paul
58,31,paul
76,79,paul
57,75,paul
98,76,paul
61,36,paul
98,85,paul
58,49,paul
38,80,paul
80,58,paul
8,39,paul
15,87,paul
27,52,jules
7,83,jules
71,86,paul
73,28,paul
19,57,jules
74,11,paul
83,78,paul
31,40,paul
85,20,paul
83,87,paul
23,45,jules
24,10,paul
44,77,paul
16,6,paul
4,41,jules
53,55,paul
78,8,paul
1,35,paul
57,34,paul
64,82,paul
16,42,paul
56,87,paul
58,17,paul
76,65,paul
37,83,paul
50,13,paul
80,17,paul
7,51,jules
92,37,paul
49,66,paul
27,29,paul
80,44,paul
50,40,paul
61,49,paul
62,14,paul
18,78,jules
30,43,paul
27,56,paul
39,21,paul
19,52,jules
73,32,paul
12,22,paul
21,89,jules
20,35,paul
4,18,paul
74,15,paul
51,13,paul
83,91,paul
72,54,paul
4,36,paul
16,1,paul
43,27,paul
34,46,paul
96,30,paul
93,95,paul
4,45,jules
10,88,jules
2,84,jules
76,33,paul
99,35,paul
34,64,jules
65,42,paul
68,38,paul
76,51,paul
88,53,paul
67,79,paul
22,89,jules
69,21,paul
70,84,paul
14,94,jules
79,62,paul
8,20,paul
30,20,paul
18,64,jules
91,45,paul
73,9,paul
11,25,paul
98,93,paul
31,12,paul
90,98,paul
39,25,paul
73,27,paul
48,92,paul
84,24,paul
11,52,paul
95,33,paul
23,26,paul
83,77,paul
33,58,jules
84,42,paul
52,71,paul
24,0,paul
23,35,paul
84,51,paul
75,82,paul
87,47,paul
52,89,paul
44,94,paul
68,24,paul
14,53,paul
88,39,paul
22,66,jules
3,62,jules
32,98,jules
98,52,paul
27,10,paul
98,61,paul
42,8,paul
38,56,paul
61,21,paul
70,88,paul
58,34,paul
55,99,paul
61,30,paul
91,31,paul
70,97,paul
36,86,jules
7,68,jules
29,65,jules
11,38,paul
19,51,paul
31,16,paul
95,19,paul
94,72,paul
44,53,paul
12,30,paul
41,75,jules
35,4,paul
45,36,paul
56,54,paul
65,32,paul
49,15,paul
38,24,paul
18,27,paul
89,78,paul
50,7,paul
61,16,paul
98,65,paul
47,81,paul
27,23,paul
100,93,paul
94,22,paul
90,70,paul
30,28,paul
84,5,paul
11,33,paul
39,15,paul
94,49,paul
6,76,paul
23,7,paul
4,3,paul
95,23,paul
52,52,paul
12,16,paul
34,13,paul
21,92,jules
34,22,paul
34,31,paul
88,11,paul
10,73,jules
85,76,paul
53,53,paul
99,20,paul
65,27,paul
66,81,paul
37,54,paul
89,55,paul
26,17,paul
68,32,paul
43,97,paul
32,97,paul
69,6,paul
14,70,jules
15,35,paul
49,37,paul
58,6,paul
7,31,paul
59,69,paul
89,82,paul
90,47,paul
91,12,paul
70,78,paul
59,78,paul
61,11,paul
82,43,paul
63,39,paul
100,88,paul
36,94,jules
71,61,paul
63,57,paul
5,97,jules
94,44,paul
21,69,jules
41,47,paul
81,92,paul
52,56,paul
64,30,paul
25,48,jules
2,55,jules
99,6,paul
10,68,jules
22,42,jules
14,38,jules
49,5,paul
65,22,paul
86,63,paul
98,28,paul
