x,y,nettoyage
684,29,paul
464,35,paul
241,762,paul
362,167,paul
143,775,paul
300,14,paul
168,530,paul
362,5,paul
369,291,paul
334,181,paul
328,915,paul
705,1000,jules
940,0,paul
829,541,jules
685,277,paul
496,499,paul
482,991,paul
600,736,paul
677,529,jules
880,790,paul
301,696,paul
229,918,paul
850,371,paul
65,986,paul
195,31,paul
745,565,jules
968,592,jules
697,287,paul
619,587,jules
701,486,paul
160,409,paul
691,36,paul
859,694,jules
742,685,paul
116,897,paul
310,762,paul
116,906,paul
204,601,paul
813,318,jules
462,231,paul
740,495,jules
963,522,jules
528,841,paul
637,995,paul
181,388,paul
886,796,jules
251,657,paul
88,673,paul
766,233,paul
721,91,paul
596,823,paul
749,827,jules
930,610,paul
857,598,paul
299,209,paul
557,733,paul
231,65,paul
252,286,paul
551,937,paul
329,735,paul
627,676,jules
954,567,jules
465,915,paul
139,763,paul
226,917,paul
59,511,paul
332,898,paul
611,84,paul
838,868,paul
116,627,paul
995,833,jules
513,25,paul
797,360,jules
843,992,jules
545,880,paul
813,304,jules
550,995,paul
124,478,paul
589,923,paul
865,351,jules
694,612,paul
680,714,paul
740,63,paul
411,818,paul
102,81,paul
273,448,paul
198,772,paul
690,242,paul
292,71,paul
761,522,jules
807,498,jules
867,549,jules
87,703,paul
304,283,paul
360,852,paul
881,304,paul
544,542,paul
406,74,paul
211,491,paul
220,320,paul
665,661,jules
951,548,paul
343,656,paul
662,683,jules
650,291,paul
392,432,paul
516,300,paul
422,531,paul
779,45,paul
676,447,jules
88,951,paul
320,681,paul
442,616,paul
839,590,jules
307,580,paul
966,127,paul
475,820,paul
295,862,paul
277,975,paul
225,129,paul
173,756,paul
315,193,paul
409,57,paul
687,559,jules
499,359,paul
469,507,paul
908,963,jules
198,111,paul
893,17,paul
692,692,jules
660,578,jules
426,411,paul
168,753,paul
637,585,paul
279,877,paul
967,231,paul
965,963,jules
141,427,paul
582,240,paul
945,728,jules
776,618,paul
170,332,paul
683,301,jules
175,676,paul
631,965,paul
252,532,paul
996,541,jules
758,84,paul
978,78,paul
430,228,paul
516,807,paul
74,373,paul
291,469,paul
627,37,paul
276,328,paul
449,488,paul
710,947,paul
786,838,jules
254,816,paul
107,379,paul
429,12,paul
658,927,jules
39,253,paul
851,168,paul
60,47,paul
25,215,paul
669,11,paul
437,955,paul
310,585,paul
684,256,paul
28,378,paul
118,244,paul
614,606,paul
497,686,paul
614,844,paul
375,998,paul
204,442,paul
6,359,paul
51,510,paul
131,857,paul
535,807,paul
745,24,paul
371,299,paul
202,243,paul
426,6,paul
945,705,jules
859,800,jules
528,929,paul
180,350,paul
247,916,paul
100,479,paul
638,572,jules
391,533,paul
946,41,paul
687,28,paul
378,612,paul
992,246,paul
414,544,paul
657,414,jules
250,36,paul
81,883,paul
7,31,paul
592,303,paul
181,732,paul
399,137,paul
72,825,paul
90,712,paul
27,921,paul
508,718,paul
453,355,paul
570,135,paul
306,345,paul
188,228,paul
509,790,paul
930,307,jules
262,940,paul
688,941,paul
774,50,paul
847,547,jules
424,593,paul
778,587,paul
300,634,paul
510,364,paul
451,49,paul
320,621,paul
922,299,paul
496,209,paul
207,344,paul
750,452,jules
707,154,paul
958,401,jules
717,46,paul
446,873,paul
881,563,jules
609,104,paul
