x,y,nettoyage
28,83,paul
83,19,paul
9,79,paul
21,44,paul
11,12,paul
29,57,paul
5,90,paul
40,48,paul
60,35,paul
6,64,paul
56,1,jules
73,81,paul
93,68,paul
37,15,paul
10,61,paul
51,62,paul
25,59,paul
99,8,jules
2,66,paul
15,5,paul
89,43,jules
24,72,paul
57,20,jules
49,7,jules
38,16,paul
24,81,paul
7,10,paul
88,93,paul
90,35,paul
13,99,paul
63,27,jules
47,73,paul
19,2,paul
83,5,jules
75,1,jules
47,82,paul
82,58,paul
9,74,paul
5,85,paul
29,61,paul
58,97,paul
50,93,paul
33,31,paul
22,3,paul
34,5,paul
54,72,paul
22,12,paul
37,19,paul
31,97,paul
3,26,paul
37,28,paul
74,77,paul
78,29,jules
66,73,jules
3,44,paul
67,47,jules
24,76,paul
88,79,paul
43,89,paul
13,85,paul
99,97,paul
48,24,jules
88,97,paul
6,27,paul
63,31,jules
38,96,paul
77,78,paul
63,49,jules
83,27,jules
69,92,paul
81,57,paul
25,4,paul
27,86,paul
62,53,jules
41,30,paul
52,30,paul
21,61,paul
73,71,paul
62,71,paul
45,9,paul
34,18,paul
56,18,jules
93,67,paul
39,96,paul
23,79,paul
78,15,jules
67,24,jules
97,46,jules
43,75,paul
79,7,jules
71,3,jules
78,51,paul
28,32,paul
7,9,paul
100,48,jules
48,19,jules
17,59,paul
6,22,paul
57,95,paul
38,91,paul
91,8,jules
6,31,paul
26,98,paul
61,65,paul
40,42,paul
58,87,paul
42,70,paul
77,100,paul
41,25,paul
2,6,paul
33,21,paul
0,82,paul
62,66,paul
81,79,paul
53,8,jules
25,35,paul
93,53,paul
35,39,paul
43,52,paul
55,17,jules
66,63,jules
24,57,paul
79,2,paul
24,66,paul
67,46,jules
1,73,paul
16,71,paul
82,16,jules
77,50,jules
5,43,paul
100,52,paul
99,96,paul
38,77,paul
63,21,jules
29,19,paul
48,32,paul
77,68,jules
92,66,paul
80,64,jules
38,95,paul
7,89,paul
41,2,jules
60,15,jules
61,69,paul
21,33,paul
6,44,paul
62,34,paul
73,43,paul
44,7,jules
27,85,paul
61,87,paul
19,81,paul
93,39,paul
25,21,paul
83,93,paul
20,64,paul
66,31,jules
85,44,jules
14,2,paul
84,76,paul
95,85,paul
67,14,jules
23,78,paul
1,41,paul
59,10,jules
47,8,paul
87,90,paul
99,55,paul
96,68,paul
87,99,paul
88,64,paul
59,28,jules
5,20,paul
16,66,paul
47,44,paul
9,27,paul
82,11,jules
49,81,paul
69,59,jules
58,68,paul
19,58,paul
93,7,jules
62,38,jules
81,51,jules
30,76,paul
25,7,paul
0,72,paul
51,19,paul
43,15,jules
51,28,paul
2,23,paul
95,71,paul
24,29,paul
66,44,jules
96,45,paul
23,73,paul
24,38,paul
59,5,jules
4,69,paul
35,47,paul
36,12,jules
53,83,paul
24,56,paul
36,21,paul
45,88,paul
70,32,jules
77,31,jules
14,91,paul
71,6,jules
36,39,paul
3,100,paul
100,51,paul
57,80,paul
63,11,jules
9,40,paul
29,18,paul
50,50,paul
18,79,paul
15,92,paul
7,88,paul
30,53,paul
8,53,paul
61,68,paul
18,97,paul
8,71,paul
11,67,paul
74,25,paul
66,21,jules
85,34,jules
16,11,paul
51,41,paul
44,91,paul
67,4,jules
84,75,paul
87,71,paul
99,36,paul
24,42,paul
45,74,paul
24,51,paul
99,54,paul
76,52,paul
22,81,paul
46,48,paul
92,15,jules
65,52,jules
99,63,paul
88,54,paul
68,57,paul
22,99,paul
76,79,paul
5,37,paul
69,49,jules
38,80,paul
62,10,paul
19,39,paul
30,39,paul
73,19,jules
26,96,paul
90,99,paul
62,28,jules
18,92,paul
30,57,paul
39,35,paul
42,68,paul
8,66,paul
0,62,paul
23,27,paul
19,75,paul
83,78,paul
54,42,paul
30,75,paul
66,7,jules
84,43,paul
51,18,paul
62,46,jules
31,58,paul
12,54,paul
97,3,jules
99,22,paul
99,31,paul
88,40,jules
87,84,paul
45,78,paul
56,87,paul
68,52,paul
15,46,paul
97,97,paul
3,90,paul
98,71,paul
42,18,jules
81,18,paul
79,94,paul
91,59,paul
82,90,paul
31,26,paul
84,29,jules
63,95,paul
52,67,paul
85,15,jules
43,9,jules
13,5,paul
41,85,paul
35,14,paul
64,59,paul
24,23,paul
1,30,paul
53,68,paul
88,35,paul
2,84,paul
72,81,paul
45,64,paul
99,44,jules
38,25,paul
14,58,paul
17,2,paul
77,16,paul
49,43,paul
78,79,paul
98,66,paul
67,97,paul
38,61,paul
79,62,jules
18,55,paul
8,20,paul
50,35,paul
91,36,jules
80,48,jules
15,77,paul
20,12,paul
12,8,paul
23,17,paul
31,30,paul
4,22,paul
44,58,paul
99,3,jules
10,65,paul
44,67,paul
52,80,paul
95,60,paul
4,40,paul
56,59,paul
86,69,paul
15,27,paul
22,75,paul
100,22,jules
15,45,paul
61,12,jules
55,81,paul
7,41,paul
42,8,jules
49,56,paul
79,57,paul
70,88,paul
82,53,jules
15,63,paul
61,30,paul
55,99,paul
90,75,paul
73,4,paul
19,33,paul
54,0,jules
82,80,paul
30,42,paul
0,38,paul
23,3,paul
60,52,paul
31,25,paul
60,61,paul
23,21,paul
60,70,paul
41,66,paul
25,49,paul
72,44,jules
13,4,paul
24,4,paul
22,34,paul
25,76,paul
14,39,paul
10,87,paul
34,54,paul
65,23,jules
57,28,jules
78,60,jules
98,38,paul
77,15,jules
24,98,paul
14,75,paul
70,83,paul
98,65,paul
28,77,paul
79,61,jules
8,19,paul
0,15,paul
71,66,jules
60,29,paul
39,6,jules
40,60,paul
63,71,paul
9,100,paul
20,11,paul
60,47,jules
21,65,paul
29,87,paul
64,17,jules
53,17,jules
87,19,jules
6,94,paul
34,13,paul
53,26,paul
45,22,jules
56,22,paul
93,71,paul
88,2,jules
37,18,paul
34,31,paul
64,44,jules
99,11,paul
87,46,jules
46,5,jules
2,69,paul
10,82,paul
38,1,jules
97,50,jules
3,43,paul
14,43,paul
68,23,jules
37,54,paul
15,17,paul
26,17,paul
68,32,jules
43,88,paul
89,64,paul
80,6,jules
71,34,jules
16,98,paul
27,9,paul
59,87,paul
36,94,paul
30,23,paul
75,13,jules
28,90,paul
29,55,paul
9,86,paul
48,77,paul
9,95,paul
33,25,paul
40,73,paul
21,69,paul
75,49,paul
53,12,jules
62,79,paul
45,8,jules
87,32,paul
73,97,paul
64,39,paul
53,39,paul
10,68,paul
74,98,paul
74,71,jules
34,44,paul
85,80,paul
78,41,jules
26,3,paul
13,70,paul
2,82,paul
37,49,paul
51,96,paul
7,8,paul
