x,y,nettoyage
5,40,paul
80,43,paul
9,38,paul
5,49,jules
63,18,paul
81,17,paul
76,100,jules
29,25,paul
90,93,jules
6,32,paul
15,99,jules
50,75,jules
44,4,paul
33,4,paul
19,69,jules
31,34,paul
61,84,jules
27,73,jules
85,14,paul
51,12,paul
25,9,paul
94,81,jules
91,94,jules
2,7,paul
8,78,jules
30,87,jules
95,55,paul
51,21,paul
74,32,paul
85,32,paul
94,99,jules
87,60,jules
31,70,jules
95,73,jules
43,35,paul
44,98,paul
33,98,paul
12,75,jules
36,5,paul
17,1,paul
35,49,paul
47,14,paul
4,80,jules
65,59,paul
100,26,paul
96,74,jules
77,33,paul
9,24,paul
92,40,paul
61,43,paul
21,7,paul
18,72,jules
69,56,paul
57,91,jules
6,18,paul
7,81,jules
69,65,paul
18,81,jules
80,65,jules
91,71,jules
54,31,paul
66,5,paul
0,69,paul
39,51,paul
94,85,paul
12,52,jules
86,1,paul
88,29,paul
53,71,jules
36,0,paul
99,38,paul
37,63,jules
72,93,paul
76,45,paul
68,41,paul
87,91,paul
17,5,paul
77,19,paul
17,14,paul
57,50,paul
53,98,jules
49,46,paul
45,94,paul
77,28,paul
100,30,paul
57,59,jules
46,59,jules
68,68,jules
49,64,jules
77,46,paul
58,42,paul
98,87,jules
42,34,paul
6,13,paul
30,41,paul
90,92,jules
19,50,jules
7,94,jules
95,36,paul
0,73,jules
72,61,paul
32,25,paul
4,52,jules
76,40,paul
47,13,paul
57,45,paul
86,81,jules
34,89,paul
86,90,jules
92,21,paul
37,94,jules
3,92,paul
50,24,paul
92,39,paul
42,20,paul
38,68,jules
59,100,jules
69,46,paul
30,27,paul
18,71,paul
71,74,jules
82,74,paul
79,87,paul
42,47,jules
31,10,paul
20,28,paul
12,33,paul
21,100,jules
99,10,paul
88,19,paul
45,48,paul
56,48,paul
35,25,paul
56,57,paul
45,57,jules
76,44,paul
17,4,paul
100,20,paul
5,11,paul
68,49,paul
3,78,paul
89,81,paul
92,16,paul
78,90,jules
50,19,paul
79,64,paul
36,93,jules
71,60,jules
26,70,jules
27,35,paul
42,33,paul
27,44,jules
11,27,paul
39,18,paul
30,49,paul
54,16,paul
63,83,jules
4,6,paul
41,55,jules
60,68,paul
4,15,paul
33,51,jules
87,40,paul
60,86,jules
25,65,jules
65,21,paul
10,85,jules
57,17,paul
64,65,paul
49,13,paul
37,57,jules
77,4,paul
15,20,paul
49,31,paul
78,67,jules
69,9,paul
77,22,paul
79,41,paul
61,5,paul
92,20,paul
68,53,paul
7,43,paul
8,8,paul
36,88,jules
79,68,paul
11,13,paul
61,32,paul
30,26,paul
27,39,paul
39,4,paul
82,73,paul
54,2,paul
94,56,paul
41,50,jules
48,98,jules
64,24,paul
53,24,paul
44,55,paul
33,55,jules
87,26,paul
87,35,paul
4,28,paul
3,41,paul
56,56,jules
66,88,jules
51,99,jules
2,94,paul
43,95,jules
38,26,paul
13,91,jules
58,4,paul
3,68,jules
14,68,jules
55,69,jules
97,84,jules
24,100,jules
35,91,jules
98,49,paul
27,7,paul
97,93,paul
49,44,paul
82,41,paul
17,70,jules
18,47,jules
42,14,paul
47,83,jules
36,92,paul
19,21,paul
83,24,paul
19,30,paul
83,33,paul
40,62,jules
72,5,paul
52,36,paul
84,16,paul
84,25,paul
40,89,paul
81,90,jules
53,19,paul
44,50,jules
45,15,paul
81,99,jules
53,28,paul
93,73,paul
53,37,paul
25,64,jules
31,98,jules
2,62,jules
97,52,paul
86,61,jules
13,77,paul
37,56,jules
79,22,paul
89,66,jules
49,30,paul
69,8,paul
55,73,jules
90,40,paul
61,13,paul
29,39,paul
30,16,paul
60,17,paul
77,88,jules
75,15,paul
29,57,jules
92,95,paul
60,35,paul
5,99,jules
63,68,jules
84,2,paul
11,30,paul
60,44,paul
72,9,paul
44,27,paul
41,40,paul
61,98,paul
34,1,paul
41,49,paul
52,58,jules
72,36,paul
96,3,paul
22,17,paul
53,32,paul
54,86,jules
65,6,paul
74,73,paul
57,2,paul
68,2,paul
93,86,jules
3,31,paul
74,82,jules
3,40,paul
67,43,paul
89,43,paul
35,72,jules
24,72,jules
98,21,paul
89,52,paul
32,94,jules
43,94,jules
16,77,jules
88,93,paul
48,29,paul
70,75,jules
71,40,paul
8,11,paul
94,14,paul
63,45,paul
0,7,paul
17,87,jules
0,16,paul
80,88,jules
48,65,jules
44,13,paul
80,97,paul
75,28,paul
44,22,paul
42,89,jules
42,98,paul
93,45,paul
8,96,paul
62,76,paul
39,74,jules
73,76,jules
53,18,paul
2,34,paul
53,9,paul
34,14,paul
54,81,paul
20,79,jules
51,57,jules
32,53,jules
76,1,paul
31,97,jules
78,29,paul
51,75,paul
97,42,paul
13,58,jules
78,38,paul
79,3,paul
24,76,jules
79,21,paul
90,21,paul
59,52,paul
55,63,jules
79,30,paul
98,43,paul
70,61,paul
82,26,paul
91,4,paul
83,0,paul
47,77,jules
48,42,paul
83,9,paul
41,3,paul
83,18,paul
17,82,paul
41,12,paul
33,17,paul
41,30,paul
25,13,paul
73,62,jules
30,91,jules
54,58,jules
41,39,paul
10,33,paul
2,20,paul
19,100,jules
53,13,paul
10,42,paul
56,9,paul
31,74,jules
37,5,paul
12,70,jules
97,19,paul
31,83,jules
22,16,paul
73,98,jules
3,21,paul
35,53,paul
43,75,paul
47,36,paul
90,16,paul
79,16,paul
7,9,paul
70,47,paul
47,45,paul
88,92,paul
99,92,jules
16,85,jules
71,30,paul
91,8,paul
17,68,jules
28,68,jules
15,98,jules
29,51,paul
69,87,jules
6,49,paul
50,83,jules
44,12,paul
6,58,jules
41,25,paul
75,18,paul
10,19,paul
8,86,paul
2,15,paul
27,99,paul
44,30,paul
33,30,paul
53,8,paul
31,60,jules
64,8,paul
74,40,paul
93,62,paul
54,80,jules
95,81,jules
2,42,paul
13,39,paul
59,6,paul
72,88,paul
66,54,paul
86,23,paul
31,87,jules
23,74,jules
72,97,jules
17,18,paul
36,31,paul
4,97,jules
56,98,paul
55,44,paul
18,4,paul
88,87,paul
47,49,paul
70,51,paul
6,8,paul
40,10,paul
38,77,jules
21,6,paul
63,21,paul
38,86,jules
69,73,jules
6,35,paul
93,21,paul
54,39,paul
33,16,paul
85,17,paul
27,85,paul
61,87,paul
93,39,paul
84,67,paul
12,60,jules
75,98,jules
13,25,paul
3,2,paul
37,4,paul
85,53,paul
43,47,jules
32,47,jules
14,11,paul
87,81,paul
12,78,paul
34,93,jules
90,6,paul
35,70,jules
1,77,jules
100,47,paul
5,38,paul
63,7,paul
38,72,jules
57,85,jules
9,45,paul
80,59,paul
38,90,jules
49,99,jules
61,64,jules
79,100,jules
80,77,jules
19,58,jules
73,29,paul
15,97,jules
73,38,paul
8,67,jules
50,82,paul
44,11,paul
27,80,jules
61,82,paul
83,79,jules
62,56,jules
10,18,paul
42,87,jules
19,85,paul
43,24,paul
74,39,paul
13,20,paul
20,68,jules
67,0,paul
23,73,jules
86,22,paul
35,56,paul
36,21,paul
57,53,jules
76,66,jules
100,33,paul
16,61,jules
14,91,paul
76,84,jules
57,80,paul
63,11,paul
29,9,paul
26,74,jules
49,85,jules
27,48,jules
92,65,paul
42,46,jules
73,24,paul
58,72,jules
7,97,jules
71,100,paul
85,7,paul
81,55,paul
91,87,paul
39,49,paul
83,83,paul
84,48,paul
12,41,paul
83,92,paul
54,56,jules
39,67,paul
31,54,paul
11,94,paul
41,95,jules
33,91,jules
78,4,paul
67,13,paul
87,89,jules
99,63,paul
3,77,paul
47,25,paul
22,90,jules
76,70,jules
68,66,jules
5,28,paul
17,30,paul
49,62,jules
92,33,paul
50,45,paul
62,10,paul
58,58,jules
19,39,paul
54,6,paul
39,17,paul
18,83,jules
82,86,paul
73,28,paul
82,95,jules
54,24,paul
39,35,paul
51,0,paul
30,66,jules
83,69,jules
12,18,paul
73,46,paul
20,49,jules
11,80,paul
12,45,paul
31,58,jules
16,6,paul
16,15,paul
33,95,jules
84,79,paul
1,35,paul
36,2,paul
46,34,paul
64,82,jules
46,43,paul
64,91,paul
14,72,jules
80,26,paul
58,26,paul
50,22,paul
57,70,jules
69,35,paul
98,71,jules
49,66,jules
61,31,paul
92,37,paul
26,73,jules
26,82,jules
73,14,paul
54,10,paul
63,77,jules
62,32,paul
71,99,jules
94,64,jules
84,29,paul
8,61,jules
74,6,paul
48,97,jules
83,73,paul
95,38,paul
0,66,jules
75,69,jules
87,34,paul
60,80,jules
83,82,paul
66,11,paul
85,15,paul
1,3,paul
84,56,paul
35,14,paul
25,68,jules
88,17,paul
32,27,paul
13,14,paul
87,61,jules
33,90,jules
2,84,jules
1,30,paul
10,97,paul
74,100,paul
16,28,paul
96,48,paul
25,95,paul
46,38,paul
92,5,paul
37,69,jules
46,56,paul
68,56,jules
26,50,jules
50,26,paul
7,64,paul
28,96,jules
48,74,jules
94,41,paul
73,18,paul
82,85,paul
42,49,jules
90,98,paul
48,92,jules
31,21,paul
20,30,paul
72,31,paul
11,61,jules
52,71,jules
87,38,paul
88,3,paul
84,51,paul
43,13,paul
41,80,jules
4,40,paul
87,56,paul
24,18,paul
44,85,jules
45,50,paul
65,28,paul
45,59,paul
3,53,paul
99,39,paul
65,37,paul
88,39,paul
76,46,paul
92,9,paul
38,38,paul
7,32,paul
55,81,paul
15,45,paul
55,90,jules
89,92,jules
0,11,paul
81,8,paul
19,24,paul
18,68,jules
19,33,paul
17,100,jules
0,29,paul
48,78,jules
11,38,paul
6,72,paul
75,41,paul
20,25,paul
41,57,jules
43,8,paul
52,75,paul
1,2,paul
25,58,paul
56,36,paul
85,81,jules
16,9,paul
37,41,paul
86,55,paul
25,85,jules
3,48,paul
76,41,paul
67,60,jules
3,66,paul
78,69,jules
59,65,paul
80,20,paul
30,1,paul
89,87,jules
90,61,jules
48,55,paul
100,93,paul
18,63,jules
71,66,jules
0,24,paul
19,37,paul
40,69,jules
52,34,paul
31,11,paul
95,14,paul
23,16,paul
44,48,jules
4,21,paul
41,70,jules
22,29,paul
51,83,jules
57,14,paul
68,14,paul
32,79,paul
97,50,paul
76,27,paul
68,23,paul
56,58,jules
3,52,jules
14,43,paul
13,84,paul
98,33,paul
59,60,paul
70,69,jules
61,11,paul
50,11,paul
98,60,paul
30,5,paul
63,48,paul
48,59,jules
77,95,paul
91,39,paul
91,48,paul
48,77,paul
21,60,paul
20,6,paul
31,6,paul
75,40,paul
52,38,paul
6,80,jules
23,11,paul
52,47,paul
21,78,jules
56,17,paul
10,59,jules
2,64,jules
51,78,paul
67,41,paul
86,54,paul
66,85,jules
74,98,paul
